Kalimat;Kategori
Saya takut saya menderita keracunan makanan.;Narasi
Dapatkah saya memilih ini?;Eksposisi
Tolong jaga kopor saya.;Eksposisi
Saya ingin menyewa mobil ukuran sedang dengan empat pintu.;Eksposisi
Bisakah Anda memperbaiki lampu?;Narasi
Dimana saya bisa membeli tembikar?;Narasi
Kemeja saya basah.;Deskripsi
Dapatkah Anda melanjutkan panggilan ini ke bagian urusan umum?;Narasi
Berapa lama waktu yang dibutuhkan untuk memesan?;Narasi
Saya mengerti apa yang Anda maksud.;Narasi
Berapa banyak yen yang Anda miliki, Pak?;Narasi
Halo. Saya telah melakukan pemesanan.;Narasi
Tolong ambilkan garam dan merica.;Eksposisi
Saya melakukan reservasi melalui kantor Tokyo. Saya akan masuk telat malam ini.;Eksposisi
Mari kita berbelanja dengan cepat.;Eksposisi
Saya memesan kursi yang bebas asap rokok, tapi ini adalah kursi untuk perokok.;Eksposisi
Mari kita pergi untuk minum.;Eksposisi
Saya sarankan Anda membeli jenis ikan ini, kakap merah.;Eksposisi
Saya merasa mendapat kehormatan diundang di sini.;Eksposisi
Tolong, bisakah Anda mengubahnya menjadi kelas dua?;Eksposisi
Tolong, bisakah Anda berbicara sedikit lebih keras?;Eksposisi
Saya tidak bisa melakukan itu, tapi saya akan menyerahkan kasus itu pada Anda.;Eksposisi
Apakah ada penetapan waktu dan tempat?;Eksposisi
Terima kasih banyak. Saya ingin, tapi saya takut saya punya janji sebelumnya.;Eksposisi
Berapa lama itu akan jadi sebelum dikeluarkan?;Eksposisi
Di Amerika sepak bola tingkat perguruan tinggi adalah semua tentang kemarahan.;Deskripsi
Saya akan memberikan obat penghilang rasa sakit.;Narasi
Dapatkah Anda memberitahu saya kapan kereta akan mendekati Oxford? Saya takut saya mungkin ak;Narasi
Oh, Bill. Saya menyukaimu, tapi ya sudahlah.;Narasi
Anda menjualnya terlalu mahal kepada saya.;Narasi
Saya ingin memastikan waktu keberangkatannya.;Narasi
Apakah salah satu dari dua puluh kereta api untuk Dover berjalan tiap hari?;Narasi
Saya pikir saya tidak bisa banyak membantu Anda.;Narasi
Dimana info olahraga?;Narasi
Ini adalah ukuran disini, yang biasa Anda sebut dengan ukuran umum,cobalah.;Narasi
Lantai berapa bagian penjual sepatu?;Narasi
Meliputi segala sesuatu?;Narasi
Menyeberang jalan di sana dan lurus sampai Anda datang ke persimpangan kedua. K Hotel berada;Deskripsi
Saya ingin sesuatu untuk mabuk.;Narasi
Rendah lemak? Tidak mungkin. Apakah Anda bercanda?;Narasi
Dimana dan kapan tur ini akan berakhir?;Narasi
Yah, saya tidak tahu apakah saya peduli untuk itu.;Narasi
Anak-anak menerima hadiah tahun baru.;Narasi
Silahkan kirimkan amplop ini di bandara.;Eksposisi
Saya minta sesuatu untuk sembelit.;Eksposisi
Kami punya ikan yang sangat bagus hari ini.;Narasi
Seratus mil pertama gratis, kemudian Anda harus membayar sepuluh sen per mil.;Narasi
Airnya terlalu panas bagi saya untuk mandi.;Narasi
Pada musim semi pohon ceri mekar.;Narasi
Bisakah Anda memintanya untuk berhenti merokok, di sana?;Eksposisi
sekarang hari Jumat?;Narasi
Saya akan meneleponnya lagi.;Narasi
Dia bukan orang yang tepat untuk masuk ke tempat seperti itu.;Narasi
Saya punya gigi yang rusak.;Narasi
Saya lebih memilih secangkir kopi, jika Anda tidak keberatan.;Eksposisi
Oke. bensin biasa apa bensin yang lebih bagus?;Narasi
dapatkah saya meminta roti?;Eksposisi
Saya akan tinggal dengan teman saya di Los Angeles.;Eksposisi
Dapatkah Anda mengambilkan saya krim untuk kopi saya?;Eksposisi
Persediaaanya tidak cukup.;Deskripsi
Apakah saya perlu tiket express?;Narasi
Berikut adalah nomor telepon dan alamat e - mail saya.;Deskripsi
Kamu dari mana?;Narasi
Berapa usia gereja itu?;Narasi
Bisakah Anda membelikan saya tiket untuk opera?;Eksposisi
Apakah Anda tahu kota ini dengan baik?;Narasi
Saya belum mendapatkan salad saya.;Narasi
Apakah Anda punya bus tamasya untuk wisata ke kota?;Narasi
Maafkan saya. Saya juga orang asing disini.;Deskripsi
Itu benar-benar cantik. Mungkin Anda bisa memberi saya beberapa ide untuk kebun saya?;Eksposisi
Jika Anda ingin meminjam salah satu buku saya, silahkan beritahu saya. Saya benar-benar tidak;Narasi
Ini semua yang saya miliki.;Deskripsi
Bagaimana dengan dekorasi? Apakah Anda akan mengecat kamar ini kembali ketika penyewa akan ti;Narasi
Saya ingin mengembalikan ini.;Eksposisi
Saya ingin melakukan beberapa kegiatan amal.;Eksposisi
Kami Mohon maaf, tapi telur rebus tidak tersedia.;Narasi
Di mana saya bisa mendapatkan bagasi saya untuk penerbangan JAL lima nol satu?;Narasi
Berapa banyak pengembalian pajak yang akan saya dapatkan?;Narasi
Saya tidak bisa menemukannya.;Narasi
Dapatkah memesan kentang tumbuk tanpa saus?;Narasi
Itu salah satu jenis siput dari Laut Karibia.;Narasi
Mengapa Anda mengunjungi Amerika Serikat?;Narasi
maukah Anda mengubah serbetnya?;Narasi
Saya bisa menawarkan Ford Mustang berusia tujuh tahun untuk lima puluh dolar seminggu dengan;Eksposisi
Oh, ya. Ini dia.;Narasi
Saya ingin kembali lagi ke sini ketika saya di Amerika.;Eksposisi
Saya ada lebam di sini.;Deskripsi
Anda akan diberi pertolongan pertama.;Narasi
Saya telah benar-benar memulihkan kesehatan saya.;Narasi
Tolong tunjukkan saya satu ini, keempat dari kanan.;Eksposisi
Yang terbaik adalah megabaikan mereka.;Narasi
Apakah ada yang khusus untuk hari ini?;Narasi
Senang bertemu Anda lagi.;Narasi
Apakah itu jelas?;Narasi
Dompet saya telah dicuri.;Narasi
Di mana saya harus berganti kereta untuk sampai ke Edinburgh?;Narasi
Ini bertentangan dengan alat-alat Hukum.;Narasi
Pintu tidak terbuka dengan kunci ini.;Narasi
Saya ingin itu direbus.;Eksposisi
Ah, itu bukan apa-apa.;Narasi
Bagaimana kalau kita menikmati kemewahan di restoran kelas satu?;Eksposisi
Betapa menyenangkan. Anda harus menantikan untuk melihat mereka.;Narasi
Saya ingin menempatkan ini dalam kotak deposit yang aman.;Eksposisi
Penyedia perjalanan mana yang terbaik untuk melihat museum?;Narasi
Silahkan hubungi portir.;Eksposisi
Bisakah Anda memberitahu saya waktu, tanggal dan jumlah orang?;Eksposisi
Dimana saya bisa menukarkan uang saya?;Eksposisi
Saya sedang kehilangan kata-kata.;Narasi
Tolong, bisakah Anda memperbaikinya dan mengirimkannya ke Jepang?;Eksposisi
Kami hanya melakukan pertukaran. Kami tidak melakukan pengembalian dana.;Narasi
Benar.;Narasi
Saya harus melaporkan pencurian.;Eksposisi
Anda bisa memberikan saya tiga dolar saja.;Eksposisi
Bisakah saya mencobanya?;Eksposisi
Apakah Anda minum suatu obat secara teratur?;Narasi
Saya masih tidak dapat menemukan salah satu tas saya yang saya letakkan di Bandara Narita.;Narasi
Saya yakin begitu. Tolong potong rambutnya.;Eksposisi
Apa jenis perawatan yang Anda terima?;Narasi
Saya ingin melaporkan ada orang asing di jendela saya.;Eksposisi
Tolong, makanan yang ringan saja.;Eksposisi
Saya punya sekitar dua ratus dolar dalam bentuk tunai dan kartu Visa.;Narasi
Saya percaya itu adalah pukul tujuh empat lima pada hari Jumat, tanggal enam belas.;Narasi
Jadi, apakah Anda telah mengemudi taksi untuk waktu yang lama?;Narasi
Sekarang, kita akan mengambil gambar dari seluruh kelompok kami.;Eksposisi
Dari tujuh sampai sembilan. Silahkan datang ke restoran di lantai dua.;Eksposisi
Saya akan menginap di Holiday Inn Downtown sampai tanggal 5 Mei.;Narasi
Tolong, dua tiket kelas dua untuk pergi Venice.;Eksposisi
Persiapan apa yang harus mereka buat untuk berhasil dalam ujian?;Narasi
Anda hampir sampai.;Narasi
Tolong, dua untuk bar.;Eksposisi
Semua penumpang tetap duduk.;Eksposisi
Apa bus yang harus saya naiki untuk menuju Washington Monument?;Narasi
Nama saya adalah Akiko Tanaka.;Deskripsi
Tolong, dapatkah Anda mengeluarkan yang baru?;Eksposisi
Apakah Anda punya meja yang dekat jendela?;Eksposisi
Kuil Horyuji merupakan bangunan kayu tertua di dunia dan layak untuk dilihat.;Narasi
Baiklah. Yah, terima kasih telah meluangkan begitu banyak waktu. Bisakah saya memesan dua hot;Eksposisi
Bagaimana tentang makanan India? Apakah mereka punya itu sebelumnya?;Narasi
Saya senang. Oh, itu pengumuman penerbangan saya.;Narasi
Harap menaruh barang-barang Anda di bawah kursi Anda.;Eksposisi
Ya. Kapan saja. Mereka semua boleh ke sini.;Narasi
Kursi untuk berdua dapat diputar kebelakang. Jadi, Anda bisa duduk berhadap-hadapan jika Anda;Eksposisi
Saya perlu melakukan asuransi.;Eksposisi
Kapan itu akan berlayar?;Narasi
Bolehkah kita meninggalkan barang-barang kita, kecuali barang-barang berharga, di dalam bus?;Narasi
Apa itu JR?;Narasi
Tolong, pisahkan ini ke dalam tagihan yang lebih kecil.;Eksposisi
Ini akan menjadi sempurna bagi mereka.;Narasi
Apakah ada seseorang yang bisa berbicara Jepang?;Narasi
Saya ingin tahu berapa ongkos untuk tagihan saya.;Eksposisi
Apakah Anda ingin pergi ke diskotik?;Narasi
Itu romantis.;Narasi
Tolong beritahu saya sebuah restoran dengan suasana yang baik.;Eksposisi
Kapan turnamen golf dimulai?;Narasi
Tolong setelah makan malam, dengan hidangan penutup ya.;Eksposisi
Apakah saya perlu mempersiapkan perubahan yang tepat?;Narasi
Tolong bawakan saya sebuah pengering.;Eksposisi
Tolong, bisakah Anda memberi saya air? Saya sangat haus.;Eksposisi
Dimana counter JAL?;Narasi
Kami tidak terlalu lapar.;Narasi
Saya tidak bisa menemukan tas saya.;Narasi
Perlihatkan saya sepatu warna cokelat.;Eksposisi
Dimana dan kapan itu pergi?;Narasi
Adat istiadat berbeda antara satu negara dengan negara lainnya, dan adat istiadat Jepang tamp;Deskripsi
Saya akan membayar lima puluh dolar.;Narasi
Tolong simpan kopor ini sampai jam lima sore. Bisa saya minta karcisnya?;Eksposisi
Saya ingin menyewanya untuk lima hari.;Eksposisi
Untuk makanan saja, harganya empat puluh dolar. Sebotol anggur harganya sekitar sepuluh dolar;Deskripsi
Ini adalah penerbangan ke Miami.;Deskripsi
Terima kasih atas bantuan Anda. Saya merasa seperti mau muntah. Apakah Anda punya obat untuk;Narasi
Saya punya sebotol wiski.;Narasi
Saya akan datang untuk menemui Anda pukul sepuluh pada hari Jumat.;Eksposisi
Tanda tangan di bagian belakang cek.;Narasi
Maaf, saya menekan nomor yang salah.;Narasi
Tolong, panggilan jarak jauh ke Jepang.;Narasi
Makanan saya sudah siap apa belum?;Narasi
Saya ingin melakukan reservasi untuk bermain golf.;Eksposisi
Koin Apa yang bisa digunakan untuk mesin penjual otomatis ini?;Narasi
Saya ingin wedang jahe.;Eksposisi
Tolong, saya ingin beberapa kemeja.;Eksposisi
Saya ingin beberapa makanan bayi.;Eksposisi
Pegang acar ini.;Eksposisi
Saya tidak merasa lebih baik.;Narasi
Maukah Anda menunjukkan kepada saya pilihan yang lain?;Eksposisi
gaun ini terbuat dari nilon?;Narasi
Oke, tentu. Bayar ini di depan ketika Anda siap. Gunakan waktu Anda, oke?;Eksposisi
Ya, dua blok ke arah itu.;Deskripsi
Sekarang jam dua belas.;Deskripsi
Sekarang saya tahu apa yang salah.;Narasi
Gerbang mana yang harus saya lalui untuk transit saya?;Eksposisi
White Beach ini indah.;Deskripsi
Tolong lakukan Reservasi.;Eksposisi
Saya akan membawa kembalian Anda nanti.;Eksposisi
Saya belum melakukan reservasi, tapi apakah ada kursi yang tersedia?;Narasi
Tolong, saya ingin pita mesin tulis.;Eksposisi
Tolong buka pintu dengan kunci cadangan.;Eksposisi
Roma tidak dibangun dalam sehari.;Deskripsi
Saya mau secangkir kopi lagi.;Eksposisi
Saya ingin hamburger untuk pergi.;Eksposisi
Dapatkah Anda memeriksa ini?;Eksposisi
Dompet Saya telah dicuri.;Narasi
Dapatkah Anda memintanya untuk menelepon kembali?;Eksposisi
Kami menyediakan makan di mobil dan kedai kopi di kereta.;Narasi
Kamar saya belum dibersihkan.;Narasi
Ini Ikeda yang sedang berbicara. Saya telah memesan satu meja untuk pukul enam tiga puluh lima;Narasi
Anda dapat naik bus di halte bus lima.;Deskripsi
Jika Anda menemukannya, tolong, dapatkah Anda menyimpannya untuk saya?;Eksposisi
Mana yang lebih baik, penerbangan pagi atau penerbangan sore?;Narasi
Apakah ada arena luncur es di dekat sini?;Narasi
Terima kasih banyak. Simpan kembaliannya.;Narasi
Tiga puluh delapan dolar lima puluh sen sehari, dengan jarak tempuh tidak terbatas. Bensin ;Deskripsi
Apakah Anda menaruh perangko pada kartu pos?;Narasi
Tiga malam.;Narasi
Jane, temanmu Susan di sini untuk menemuimu.;Narasi
Apakah ini ke Edinburgh?;Narasi
Kapan Anda akan pergi?;Narasi
Apakah saya harus mentransfer?;Narasi
Jika demikian, Anda harus mengambil ukuran sepuluh sesuai standar Amerika.;Eksposisi
Sebenarnya, saudara-saudara saya sudah menikah, dan saya satu-satunya yang masih tinggal deng;Narasi
Tidak ada handuk.;Narasi
Apakah Anda keberatan orang lain mendapatkan itu untuk saya?;Narasi
Apakah ini yang Anda maksud?;Narasi
Ini adalah kunci saya.;Narasi
Dapatkah Anda memanggil nomor tersebut lagi?;Narasi
Mmm, bagus. Permisi, Dapatkah Anda memeriksa salad saya?;Narasi
Oh, Anda telah melewatinya. Silahkan kembali lagi.;Narasi
Saya pikir ini adalah adat Jepang yang unik.;Narasi
Apakah Anda punya keju?;Narasi
Tolong, bungkus ini satu per satu, dan kenakan pita pada masing-masing bungkusan.;Eksposisi
Tolong, bolehkah saya memeinta daftar anggur?;Eksposisi
Saya lihat dulu. Ya benar, makan siang hari ini akan dilayani lebih cepat.;Narasi
Anda berasal dari negara mana?;Narasi
Dapatkah Anda mengubah ini menjadi seperempatan?;Eksposisi
Itu tujuh.;Deskripsi
Yang putih ya.;Eksposisi
Bagaimana cara mematikan lampu baca?;Narasi
ada tiga alasan mengapa para orang tua mendaftarkan anaknya di sini;Deskripsi
pertama karena sekolah muhammadiyah tidak menetapkan iuran dalam bentuk apa pun;Deskripsi
kedua karena firasat anak anak mereka dianggap memiliki karakter yang mudah disesatkan iblis sehingga sejak usia muda harus mendapatkan pendadaran islam yang tangguh;Deskripsi
ketiga karena anaknya memang tidak diterima di sekolah mana pun;Deskripsi
bu mus yang semakin khawatir memancang pandangannya ke jalan raya berharap kalau kalau masih ada pendaftar baru;Narasi
kami prihatin melihat harapan hampa itu;Narasi
maka tidak seperti suasana di sd lain yang penuh kegembiraan ketika menerima murid angkatan baru;Narasi
kami sembilan anak anak kecil ini yang terperangkap di tengah cemas kalau kalau kami tidak jadi sekolah;Narasi
tahun lalu sd muhammadiyah hanya mendapatkan sebelas siswa dan tahun ini pak harfan pesimis dapat memenuhi target sepuluh;Narasi
maka diam diam beliau telah mempersiapkan sebuah pidato pembubaran sekolah di depan para orang tua murid pada kesempatan pagi ini;Narasi
kenyataan bahwa beliau hanya memerlukan satu siswa lagi untuk memenuhi target itu menyebabkan pidato ini akan menjadi sesuatu yang menyakitkan hati;Narasi
“kita tunggu sampai jam sebelas“ kata pak harfan pada bu mus dan seluruh orang tua yang telah pasrah;Narasi
para orang tua mungkin menganggap kekurangan satu murid sebagai pertanda bagi anak anaknya bahwa mereka memang sebaik nya didaftarkan pada para juragan saja;Narasi
sedangkan aku dan agaknya juga anak anak yang lain merasa amat pedih: pedih pada orang tua kami yang tidak mampu pedih menyaksikan detik detik terakhir sebuah sekolah tua yang tutup justru pada hari pertama kami ingin sekolah;Narasi
pedih pada niat kuat kami untuk belajar tapi tinggal selangkah lagi harus terhenti hanya karena kekurangan satu murid;Narasi
kami menunduk dalam dalam;Narasi
saat itu sudah jam sebelas kurang lima dan bu mus semakin gundah;Narasi
lima tahun pengabdiannya di sekolah melarat yang amat ia cintai dan tiga puluh dua tahun pengabdian tanpa pamrih pada pak harfan pamannya akan berakhir di pagi yang sendu ini;Narasi
“baru sembilan orang pamanda guru“ ucap bu mus bergetar sekali lagi;Narasi
ia berulang kali mengucapkan hal yang sama yang telah diketahui semua orang;Narasi
suaranya berat selayaknya orang yang tertekan batinnya;Narasi
akhirnya waktu habis karena telah jam sebelas lewat lima dan jumlah murid tidak juga genap sepuluh;Narasi
semangat besarku untuk sekolah perlahan lahan runtuh;Narasi
aku melepaskan lengan ayahku dari pundakku;Narasi
sahara menangis terisak isak mendekap ibunya karena ia benar benar ingin sekolah di sd muhammadiyah;Narasi
ia memakai sepatu kaus kaki jilbab dan baju serta telah punya buku buku botol air minum dan tas punggung yang semuanya baru;Deskripsi
pak harfan menghampiri orang tua murid dan menyalami mereka satu persatu;Narasi
sebuah pemandangan yang pilu;Narasi
para orang tua menepuk nepuk bahunya untuk membesarkan hatinya;Narasi
mata bu mus berkilauan karena air mata yang menggenang;Narasi
pak harfan berdiri di depan para orang tua wajahnya muram;Narasi
beliau bersiap siap memberikan pidato terakhir;Narasi
wajahnya tampak putus asa;Narasi
“harun“ kami serentak menoleh dan di kejauhan tampak seorang pria kurus tinggi berjalan terseok seok;Narasi
pakaian dan sisiran rambutnya sangat rapi;Deskripsi
ia berkemeja lengan panjang putih yang dimasukkan ke dalam;Deskripsi
kaki dan langkahnya membentuk huruf x sehingga jika berjalan seluruh tubuhnya bergoyang goyang hebat;Deskripsi
seorang wanita gemuk setengah baya yang berseri seri susah payah memeganginya;Narasi
pria itu adalah harun pria jenaka sahabat kami semua yang sudah berusia lima belas tahun dan agak terbelakang mentalnya;Deskripsi
ia sangat gembira dan berjalan cepat setengah berlari tidak sabar menghampiri kami;Narasi
ia tidak menghiraukan ibunya yang lelah menggandengnya;Narasi
mereka berdua hampir kehabisan napas ketika tiba di depan pak harfan;Narasi
“bapak guru“ kata ibunya terengah engah;Narasi
terimalah harun pak karena slb hanya ada di pulau bangka dan kami tidak punya biaya untuk menyekolahkannya ke sana;Narasi
lagi pula lebih baik ku titipkan dia di sekolah ini dari pada di rumah ia hanya mengejar ngejar anak anak ayamku;Narasi
harun tersenyum lebar memamerkan gigi giginya yang kuning panjang panjang;Narasi
pak harfan juga terseyum beliau melirik bu mus sambil mengangkat bahunya;Narasi
genap sepuluh orang;Narasi
harun telah menyelamatkan kami dan kami pun bersorak;Narasi
sahara berdiri tegak merapikan lipatan jilbabnya & menyandang tasnya dengan gagah ia tidak mau duduk lagi;Deskripsi
bu mus tersipu;Deskripsi
air mata guru muda ini surut dan ia menyeka keringat di wajahnya yang belepotan karena bercampur dengan bedak;Deskripsi
ibu muslimah yang beberapa menit lalu sembab gelisah dan coreng moreng kini sangat bahagia;Deskripsi
sekarang dengan ceria beliau mengatur tempat duduk kami;Deskripsi
bu mus mendekati setiap orang tua murid di bangku panjang tadi berdialog sebentar dengan ramah dan mengabsen kami;Narasi
semua telah masuk ke dalam kelas telah mendapatkan teman sebangkunya masing masing;Narasi
aku sebangku dengan anak laki laki kecil kotor berambut keriting merah yang tidak kukenal tadi;Deskripsi
ia tidak bisa tenang;Deskripsi
anak ini berbau hangus seperti karet terbakar;Deskripsi
anak itu bernama lintang;Deskripsi
mendengar keputusan itu lintang meronta ronta ingin segera masuk kelas;Narasi
ayahnya berusaha keras menenangkannya tapi ia memberontak;Narasi
bu mus menghampiri ayah lintang;Narasi
pria itu berpenampilan hitam kurus dan kaku;Deskripsi
beliau adalah seorang nelayan namun wajahnya menggambarkan kelembutan baik hati dan menyimpan harapan;Deskripsi
tidak seperti kebanyakan nelayan nada bicaranya pelan;Deskripsi
lalu beliau bercerita pada bu mus bahwa kemarin sore kawalaburung pelintang pulau mengunjungi pesisir;Narasi
burung burung keramat itu hinggap sebentar di puncak pon ketapang demi menebar pertanda bahwa laut akan diaduk badai;Narasi
cuaca cenderung semakin memburuk akhir akhir ini maka hasil melaut tidak pernah memadai;Deskripsi
apa lagi ia hanya semacam petani penggarap bukan karena ia tidak punya laut tapi karena ia tidak punya perahu;Narasi
agaknya selama ini turun temurun keluarga lintang menjadi nelayan;Narasi
tahun ini beliau menginginkan perubahan dan ia memutuskan anak laki laki tertuanya untuk bersekolah;Narasi
dengan harapan kelak lintang tidak menjadi nelayan sepetinya;Narasi
lintang akan duduk di samping pria kecil berambut ikal yaitu aku;Narasi
lintang akan naik sepada setiap hari untuk sekolah;Deskripsi
dia harus menempuh jarak 40 kilometer untuk sekolah;Deskripsi
bau hangus yang aku cium ternyata bau sendal lintang yang terbuat dari ban mobil yang susut karena dia terlalu jauh mengayuh sepeda;Deskripsi
keluarga lintang berasal dari tanjong kelumpang desa nan jauh di pinggir laut;Deskripsi
jika kesana harus melewati empat kawasan pohon nipah tempat berawa rawa yang dianggap seram di kampung kami;Deskripsi
selain itu di sana juga tidak jarang buaya sebesar pangkal pohon sagu melintasi jalan;Deskripsi
kampung pesisir itu secara geografis dapat dikatakan sebagai wilayah paling timur di sumatra;Deskripsi
bagi lintang kota kecamatan tempat sekolah kami ini adalah metropolitan yang harus ditempuh dengan sepeda sejak subuh;Narasi
ketika aku menyusul lintang kedalam kelas ia menyalamiku dengan kuat;Narasi
energi yang berlebihan di tubuhnya serta merta menjalar padaku seperti tersengat listrik;Deskripsi
ia berbicara tidak henti henti penuh minat dengan dialek belitong yang lucu tipikal orang belitong pelosok;Deskripsi
bola matanya bergerak gerak cepat dan menyala nyala;Deskripsi
aku sendiri masih bingung;Deskripsi
terlalu banyak perasaan untuk ditanggung seorang anak kecil dalam waktu demikian singkat;Deskripsi
cemas senang gugup malu teman baru guru baru semuanya bercampur aduk;Deskripsi
ditambah lagi satu perasaan ngilu karena sepasang sepatu baru yang dibelikan ibuku;Deskripsi
sepatu ini selalu kusembunyikan ke belakang;Narasi
aku selalu menekuk lututku karena warna sepatu itu hitam bergaris garis putih maka ia tampak seperti sepatu sepak bola jelek sekali;Deskripsi
bahannya pun dari plastik yang keras;Deskripsi
abang abangku sakit perut menahan tawa melihat sepatu itu waktu kami sarapan pagi tadi;Deskripsi
kakiku sakit dan hatiku malu dibuat sepatu ini;Deskripsi
sementara itu kepala lintang terus berputar putar seperti burung hantu;Narasi
baginya penggaris kayu vas bunga tanah di atas meja bu mus papan tulis lusuh dan kapur tumpul yang berserakan di atas lantai kelas adalah benda benda yang menakjubkan;Narasi
kemudian kulihat lagi bapaknya lintang;Narasi
melihat anaknya demikian bergairah ia tersenyum bahagia;Narasi
aku mengerti bahwa pria yang tidak tahu tanggal dan bulan kelahirannya begitu bahagia;Narasi
dari keluarganya baru lintang yang sekolah;Narasi
bu mus mengelompokkan tempat duduk kami berdasarkan kemiripan;Narasi
aku dan lintang sebangku karena kami sama sama berambut ikal;Deskripsi
trapani duduk dengan mahar karena mereka berdua paling tampan;Deskripsi
penampilan mereka seperti para pelantun irama semenanjung idola orang melayu pedalaman;Deskripsi
trapani tidak tertarik dengan kelas ia mencuri curi pandang ke jendela melirik kepala ibunya yang berada di luar kelas;Narasi
tapi borek (bacanya borek “e“ nya itu seperti membaca elang dan “k“ nya itu bukan “k“ penuh kamu tentu paham maksud saya) dan kucai didudukkan berdua karena sama sama susah diatur;Deskripsi
baru beberapa saat di kelas borek sudah mencoreng muka kucai dengan penghapus papan tulis;Narasi
tingkah ini diikuti sahara yang sengaja menumpahkan air minum akiong sehingga anak hokian itu menangis;Narasi
sahara aulia fadillah binti muslim ramdhani fadillah gadis kecil berkerudung itu memang keras kepala luar biasa;Deskripsi
kejadian itu menandai perseteruan mereka yang akan berlangsung bertahun tahun;Narasi
tangisan a kiong nyaris merusak acara perkenalan yang menyenangkan pagi itu;Narasi
sebaliknya bagiku pagi itu adalah pagi yang tidak terlupakan sampai puluhan tahun mendatang;Narasi
tak terlupakan karena melihat lintang memegang pensil seperti memegang belati;Narasi
ayahnya pasti telah keliru membeli pensil karena pensil itu memiliki warna yang berbeda di kedua ujungnya;Narasi
salah satu ujungnya berwarna merah dan ujung lainnya biru;Narasi
bukankah pensil semacam itu dipakai para tukang jahit untuk menggaris kain;Narasi
atau para tukang sol sepatu untuk membuat garis pola pada permukaan kulit sepatu;Narasi
buku yang dibeli juga keliru;Narasi
buku bersampul biru tua itu bergaris tiga;Narasi
bukankah buku semacam itu baru akan kami pakai nanti saat kelas dua untuk pelajaran menulis rangkai indah;Narasi
tak susah melukiskan sekolah kami karena sekolah kami adalah salah satu sekolah miskin di negri ini;Narasi
bangunan sekolah yang rapuh jika di senggol kambing bisa rubuh berantakan;Narasi
kami memiliki enam kelas kecil kecil pagi untuk sd muhammadiyah dan sore untuk smp muhammadiyah;Deskripsi
kami 10 siswa baru ini bersama selama 9 tahun disekolah yang sama dan kelas yang sama bahkan dengan kawan sebangku yang sama juga;Deskripsi
kami kekurangan guru dan sebagian besar siswa sd muhammadiyah ke sekolah memakai sandal;Deskripsi
kami pun tidak punya seragam;Deskripsi
kami juga tidak punya kotak p3k;Deskripsi
jika kami sakit sakit apa pun: diare bengkak batuk flu atau gatal gatal langsung guru kami akan memberikan sebuah pil berwarna putih yang pahit;Deskripsi
jika diminum kita bisa merasa kenyang;Narasi
pada pil itu ada tulisan besar apc;Narasi
itulah pil apc yang legendaris di daerah rakyat pinggiran belitong;Narasi
obat ajaib yang bisa menyembuhkan segala rupa penyakit;Narasi
sekolah muhammadiyah tidak pernah dikunjungi pejabat penjual kaligrafi pengawas sekolah apa lagi anggota dewan;Narasi
yang rutin berkunjung hanyalah seorang pria yang berpakaian seperti ninja;Narasi
di punggungnya tergantung tabung aluminium besar dengan selang yang menjalar ke sana kemari;Narasi
ia seperti akan berangkat ke bulan;Narasi
pria ini adalah utusan dari dinas kesehatan yang menyemprot sarang nyamuk dengan ddt;Narasi
ketika asap putih tebal mengepul seperti kebakaran hebat kami pun bersorak sorak kegirangan;Narasi
sekolah kami tidak dijaga karena tidak ada benda berharga yang layak dicuri;Narasi
satu satunya benda yang menandakan bangunan itu sekolah adalah sebatang tiang bendera dari bambu dan sebuah papan tulis bergantung miring di dekat lonceng;Deskripsi
lonceng kami adalah besi bulat berlubang lubang bekas tungku;Deskripsi
di papan tulis itu terpampang gambar matahari dengan garis garis sinar berwarna putih;Deskripsi
kata kata itu melekat dalam kalbu kami sampai dewasa nanti;Narasi
sekolah kami tidak memiliki pintu dan jendela;Deskripsi
di dalam kelas kami tidak terdapat tempelan poster operasi kali kalian seperti umumnya terdapat di kelas kelas sekolah dasar;Deskripsi
kami juga tidak memiliki kalender dan tidak ada gambar presiden dan wakilnya;Deskripsi
aku pernah membaca kisah tentang wanita yang membelah batu karang untuk mengalirkan air;Narasi
di sekolah muhammadiyah setiap hari aku membaca keberanian berkorban semacam itu di wajah wanita muda ini;Narasi
kami memanggilnya bu mus hanya memiliki selembar ijazah skp (sekolah kepandaian putri);Narasi
bu mus mengajar pelajaran menulis indah bahasa indonesia kewarganegaraan ilmu bumi sampai matematika geografi prakarya dan praktik olahraga;Deskripsi
setelah seharian mengajar beliau melanjutkan bekerja menerima jahitan sampai jauh malam untuk mencari nafkah menopang hidup dirinya dan adik adinya;Narasi
bu mus adalah seroang guru yang pandai karismatik dan memiliki pandangan jauh ke depan;Deskripsi
beliau menyusun sendiri silabus pelajaran budi pekerti dan mengajarkan kepada kami sejak dini pandangan pandangan dasar moral demokrasi hukum keadilan dan hak hak asasi;Narasi
kami diajarkan menggali nilai luhur di dalam diri sendiri agar berperilaku baik karena kesadaran pribadi;Narasi
“shalatlah tepat waktu biar dapat pahala lebih banyak“ demikian bu mus selalu menasihati kami;Narasi
yang terasa kemudian adalah penyesalan mengapa telah terlambat shalat;Narasi
kami sering mengeluh mengapa sekolah kami tidak seperti sekolah sekolah lain;Narasi
terutama atap sekolah yang bocor dan sangat menyusahkan saat musim hujan;Narasi
